STATE,COMPANY,CITY,NUMBER_OF_WORKERS,WARN_RECEIVED_DATE,EFFECTIVE_DATE,CLOSURE_LAYOFF,LAYOFFDURATION,REGION,COUNTY,INDUSTRY
Pennsylvania,"Med-Metrix, LLC",Upland,142,2025-04-01 00:00:00,2025-06-20 00:00:00,closure,temporary,Northeast Iowa,Delaware,Professional Services
Ohio,"Graphic Packaging International, LLC",Middletown,136,2025-04-01 00:00:00,2025-05-31 00:00:00,closure,permanent,Northern,Butler,Professional Services
California,"Brinker International Payroll Company, L.P.",Topanga Canyon,115,2025-04-01 00:00:00,2025-05-30 00:00:00,closure,temporary,Northern,Los Angeles County,Accommodation & Food Services
South Carolina,MetoKote Corporation,Greenville,113,2025-04-01 00:00:00,2025-06-01 00:00:00,closure,permanent,Northern,Greenville,Manufacturing
Wisconsin,Northland College,Ashland,112,2025-04-01 00:00:00,2025-05-31 00:00:00,closure,temporary,Northwest,Ashland,Other Services
Colorado,Robert Russell Eastern Star Masonic Retirement Camps,Louisville,89,2025-04-01 00:00:00,2025-04-15 00:00:00,other,temporary,Denver,nan County,Healthcare & Social Assistance
Illinois,"KSM Electronics, Inc.",Warrenville,85,2025-04-01 00:00:00,2025-05-30 00:00:00,layoff,permanent,Northeast 4,DuPage,Other Services
Pennsylvania,"Krise Transportation, Inc.",Milroy,70,2025-04-01 00:00:00,2025-06-30 00:00:00,layoff,temporary,Northern,Mifflin,Transportation & Warehousing
California,All For Kids,Cabrillo Park,66,2025-04-01 00:00:00,2025-05-17 00:00:00,layoff,temporary,Northern,Orange County,Healthcare & Social Assistance
California,"Redemption Restaurants, LLC dba Chick-fil-A",Rancho Vista,65,2025-04-01 00:00:00,2025-05-04 00:00:00,closure,temporary,Northern,Los Angeles County,Accommodation & Food Services
California,Memorial Care,Atlantic,60,2025-04-01 00:00:00,2025-04-14 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
California,"Cali Nail Market, Inc.",Southern,59,2025-04-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Orange County,Other Services
Minnesota,The Sportsman Guide Inc.,Paul,57,2025-04-01 00:00:00,2025-07-18 00:00:00,other,temporary,Northern,Paul County,Other Services
California,Crothall Healthcare,Main,55,2025-04-01 00:00:00,2025-04-16 00:00:00,layoff,temporary,Northern,Riverside County,Healthcare & Social Assistance
California,"Classic Beverage of Southern California, LLC",Trade,55,2025-04-01 00:00:00,2025-05-30 00:00:00,closure,temporary,Northern,San Diego County,Wholesale Trade
California,"Transdev Services, Inc.",Market,48,2025-04-01 00:00:00,2025-05-31 00:00:00,layoff,temporary,Northern,Shasta County,Transportation & Warehousing
Colorado,JVS Masonry,Louisville,44,2025-04-01 00:00:00,2025-05-31 00:00:00,closure,temporary,Adams,nan County,Mining
Minnesota,Coborn's,Rapids,35,2025-04-01 00:00:00,2025-05-15 00:00:00,closure,temporary,Northern,Rapids County,Retail
Florida,Merlin Magic Shop,Wales,31,2025-04-01 00:00:00,2025-04-01 00:00:00,layoff,permanent,Northern,Wales County,Retail
California,"Ardent Mills, LLC",Putnam,28,2025-04-01 00:00:00,2025-06-02 00:00:00,closure,temporary,Northern,Sutter County,Manufacturing
Iowa,Wells Fargo,Moines,14,2025-04-01 00:00:00,2025-06-01 00:00:00,other,temporary,Central Iowa,Polk,Finance & Insurance
California,"Cali Nail Market, Inc.",Garden Grove,12,2025-04-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Orange County,Other Services
Pennsylvania,Chartwells,York,6,2025-04-01 00:00:00,2025-06-06 00:00:00,layoff,temporary,Northern,York,Food Services
Minnesota,Pinoli,Minneapolis,3,2025-04-01 00:00:00,2025-04-19 00:00:00,closure,temporary,Northern,Minneapolis County,Accommodation & Food Services
California,Cruise LLC,Brannan,2,2025-04-01 00:00:00,2025-04-01 00:00:00,layoff,temporary,Northern,San Mateo County,Transportation & Warehousing
Minnesota,Vellee Deli,Minneapolis,1,2025-04-01 00:00:00,2025-04-20 00:00:00,closure,temporary,Northern,Minneapolis County,Accommodation & Food Services
Minnesota,Charleys,Rochester,1,2025-04-01 00:00:00,2025-05-05 00:00:00,closure,temporary,Northern,Rochester County,Other Services
Minnesota,China Cafe,Duluth,1,2025-04-01 00:00:00,2025-04-30 00:00:00,closure,temporary,Northern,Duluth County,Accommodation & Food Services
Pennsylvania,Wawa,Philadelphia,85,2025-04-01 00:00:00,2025-04-01 00:00:00,closure,temporary,Northern,Philadelphia,Retail Trade
Maryland,Department of Health and Human Services (HHS),Rockville,925,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Montgomery,Rockville County,Public Administration
Maryland,Department of Health and Human Services (HHS),Spring,650,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Montgomery,Spring County,Public Administration
Maryland,Department of Health and Human Services (HHS),Bethesda,525,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Montgomery,Bethesda County,Public Administration
Tennessee,SSC Services,Chattanooga,296,2025-03-31 00:00:00,2025-05-31 00:00:00,layoff,permanent,Northern,Hamilton,Professional Services
Tennessee,FedEx,Lebanon,217,2025-03-31 00:00:00,2025-05-09 00:00:00,layoff,permanent,Northern,Wilson,Transportation & Warehousing
West Virginia,Novelis Corporation,Fairmont,187,2025-03-31 00:00:00,2025-06-30 00:00:00,closure,permanent,Northern,Fairmont County,Manufacturing
Virginia,King Abdullah Academy,Herndon,162,2025-03-31 00:00:00,2025-07-31 00:00:00,closure,temporary,Northern,Herndon County,Educational Services
Maryland,Department of Health and Human Services (HHS),Woodlawn,140,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Baltimore County,Woodlawn County,Public Administration
Tennessee,SHG Inc,Nashville,100,2025-03-31 00:00:00,2025-05-05 00:00:00,closure,permanent,Northern,Davidson,Hospitality
Maryland,Department of Health and Human Services (HHS),Baltimore,90,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Baltimore County,Baltimore County,Public Administration
Maryland,Department of Health and Human Services (HHS),Frederick,90,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Frederick,Frederick County,Public Administration
Florida,"FedEx Supply Chain, Inc.",Jacksonville,87,2025-03-31 00:00:00,2025-05-31 00:00:00,closure,permanent,Northern,Jacksonville County,Transportation & Warehousing
Maryland,Department of Health and Human Services (HHS),Laurel,85,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Prince George's County,Laurel County,Public Administration
Virginia,Novelis Inc.,Richmond,72,2025-03-31 00:00:00,2025-05-30 00:00:00,closure,temporary,Central,Richmond County,Manufacturing
Maryland,Department of Health and Human Services (HHS),Gaithersburg,70,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Montgomery,Gaithersburg County,Public Administration
Maryland,Department of Health and Human Services (HHS),Bowie,70,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Prince George's County,Bowie County,Public Administration
Florida,Jacksonville Orthopedic Institute San Marco Physician,Jacksonville,65,2025-03-31 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Tennessee,Wellpath Healthcare,Nashville,64,2025-03-31 00:00:00,2025-04-30 00:00:00,layoff,permanent,Northern,Davidson,Healthcare
Maryland,Department of Health and Human Services (HHS),Barlboro,60,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Prince George's County,Barlboro County,Public Administration
Nevada,The HC Companies (HC Companies),Sparks,57,2025-03-31 00:00:00,2025-05-30 00:00:00,closure,temporary,Bluegrass,Clark,Plastics Manufacturing
Maryland,Department of Health and Human Services (HHS),Germantown,50,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Montgomery,Germantown County,Public Administration
Florida,"Pretium Packaging, LLC",Jacksonville,48,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Admin & Support Services
Florida,Jacksonville Orthopedic Institute South Physician Office,Jacksonville,45,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Michigan,"Concordia University, Inc.",Arbor,41,2025-03-31 00:00:00,2025-05-31 00:00:00,layoff,permanent,Northern,Washtenaw,Educational Services
Virginia,Leidos,Alexandria,29,2025-03-31 00:00:00,2025-05-30 00:00:00,layoff,temporary,Northern,Alexandria County,Professional Services / Defense
Florida,Jacksonville Orthopedic Institute South Rehabilitation,Jacksonville,11,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute Fleming Island Rehabilitation,Island,8,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Island County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute North Rehabilitation,Jacksonville,6,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute San Marco Rehabilitation,Jacksonville,6,2025-03-31 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Wisconsin,"Concordia University, Inc.",Mequon,5,2025-03-31 00:00:00,2025-05-31 00:00:00,other,temporary,WOW,Ozaukee,Other Services
Washington,Recreational Equipment Inc.,Issaquah,4,2025-03-31 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northern,Issaquah County,Manufacturing
Florida,Jacksonville Orthopedic Institute Point Meadows Rehabilitation,Jacksonville,4,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute World Golf Village Rehabilitation Office,Augustine,4,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Augustine County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute Mandarin Rehabilitation,Jacksonville,2,2025-03-31 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute Atlantic Rehabilitation,Jacksonville,1,2025-03-31 00:00:00,2025-03-31 00:00:00,closure,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Jacksonville Orthopedic Institute Nocatee Rehabilitation,Jacksonville,1,2025-03-31 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northern,Jacksonville County,Healthcare & Social Assistance
Florida,Mandarin Oriental,Miami,430,2025-03-28 00:00:00,2025-03-28 00:00:00,closure,permanent,Northern,Miami County,Accommodation & Food Services
Oregon,UPS,Portland,244,2025-03-28 00:00:00,2025-06-30 00:00:00,layoff,temporary,Northern,Portland County,Transportation & Warehousing
Alabama,AlaTrade Foods,Phenix,165,2025-03-28 00:00:00,2025-03-27 00:00:00,layoff,temporary,Northern,Phenix County,Manufacturing
Ohio,Insight Foundation of Hillside,Warren,143,2025-03-28 00:00:00,2025-03-28 00:00:00,layoff,temporary,Northern,Trumbull,Nonprofit / Social Services
Illinois,"TreeHouse Private Brands, Inc.",Beloit,129,2025-03-28 00:00:00,2025-03-28 00:00:00,layoff,permanent,Northern Stateline 5,Winnebago,Manufacturing
Washington,"MSRE Management, L.L.C., dba Martin Selig Real Estate",Seattle,86,2025-03-28 00:00:00,2025-04-01 00:00:00,layoff,permanent,Northern,Seattle County,Professional Services
"Washington, D.C.",Cointerpart International,Louisville,64,2025-03-28 00:00:00,2025-03-28 00:00:00,layoff,temporary,Pueblo,nan County,Nonprofit
Minnesota,Lunds/Byerly's,Paul,17,2025-03-28 00:00:00,2025-03-26 00:00:00,closure,temporary,Northern,Paul County,Retail
Minnesota,Nuway Alliance,Rochester,1,2025-03-28 00:00:00,2025-04-30 00:00:00,closure,temporary,Northern,Rochester County,Healthcare & Social Assistance
Minnesota,Nuway Alliance,Mankato,1,2025-03-28 00:00:00,2025-04-30 00:00:00,closure,temporary,Northern,Mankato County,Healthcare & Social Assistance
Washington,Cornish College of the Arts,Seattle,524,2025-03-27 00:00:00,2025-05-31 00:00:00,closure,permanent,Northern,Seattle County,Educational Services
California,"Gilead Sciences, Inc.",Lakeside,149,2025-03-27 00:00:00,2025-05-27 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
Florida,"HSNI, LLC and HSN Inc",Petersburg,145,2025-03-27 00:00:00,2025-03-27 00:00:00,closure,permanent,Northern,Petersburg County,Retail
Mississippi,"IG Design Group Americas, Inc.",Byhalia,113,2025-03-27 00:00:00,2025-08-26 00:00:00,closure,temporary,MS Partnership,Marshall,Professional Services
California,"Roche Molecular Systems, Inc.",Scott,108,2025-03-27 00:00:00,2025-05-28 00:00:00,layoff,temporary,Northern,Santa Clara County,Professional Services
Wisconsin,Oxbo International Corporation,Lake,68,2025-03-27 00:00:00,2025-06-06 00:00:00,closure,temporary,West Central,Polk,Manufacturing
Missouri,"Block, Inc.",Remote,67,2025-03-27 00:00:00,2025-05-24 00:00:00,layoff,temporary,Northern,Statewide,Other Services
California,"Nkarta, Inc.",Veterans,52,2025-03-27 00:00:00,2025-03-31 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
Oregon,"Adobe, Inc.",Portland,2,2025-03-27 00:00:00,2025-04-27 00:00:00,layoff,temporary,Northern,Portland County,Information
California,"Nkarta, Inc.",San Francisco,1,2025-03-27 00:00:00,2025-03-31 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
California,Novartis Pharmaceuticals Corporation,Campus Point,1,2025-03-27 00:00:00,2025-06-27 00:00:00,closure,temporary,Northern,San Diego County,Wholesale Trade
California,Milgard Manufacturing LLC,E Easy,397,2025-03-26 00:00:00,2025-05-27 00:00:00,closure,temporary,Northern,Ventura County,Manufacturing
Maryland,"Compass Group USA, Inc. d/b/a Chartwells",Frostburg,123,2025-03-26 00:00:00,2025-05-23 00:00:00,closure,temporary,Western Maryland,Frostburg County,Accommodation & Food Services
California,First Student,Palm Springs,109,2025-03-26 00:00:00,2025-06-11 00:00:00,closure,temporary,Northern,Riverside County,Transportation & Warehousing
Florida,"Interstate Management Company, LLC (""Aimbridge"") at Hyatt Regency Sarasota",Sarasota,101,2025-03-26 00:00:00,2025-03-26 00:00:00,closure,permanent,Northern,Sarasota County,Accommodation & Food Services
Virginia,"United States Cellular (""USCC"")",Various,95,2025-03-26 00:00:00,2025-06-02 00:00:00,layoff,temporary,Central,Various County,Public Administration / Nonprofit
Oregon,Safeway Albertsons 4381 - Portland Division,City,82,2025-03-26 00:00:00,2025-05-25 00:00:00,closure,temporary,Central,City County,Retail Trade
California,SK hynix America Inc. (SKHYA),White Rock,58,2025-03-26 00:00:00,2025-05-19 00:00:00,layoff,temporary,Northern,Sacramento County,Wholesale Trade
California,American Academy of Dramatic Arts,La Brea,49,2025-03-26 00:00:00,2025-05-30 00:00:00,closure,temporary,Northern,Los Angeles County,Education
California,SK hynix America Inc. (SKHYA),N First,33,2025-03-26 00:00:00,2025-05-19 00:00:00,layoff,temporary,Northern,Santa Clara County,Wholesale Trade
Maryland,"ICF International, Inc., through its subsidiaries ICF Incorporated, LLC, ICF Macro, Inc.",Rockville,14,2025-03-26 00:00:00,2025-03-14 00:00:00,layoff,temporary,Montgomery County,Rockville County,Professional Services
Michigan,United States Cellular Corporation,Statewide,12,2025-03-26 00:00:00,2025-06-02 00:00:00,layoff,permanent,Northern,Statewide,Manufacturing
Illinois,"Primo Brands, Inc.",Elgin,10,2025-03-26 00:00:00,2025-07-01 00:00:00,layoff,permanent,Northeast 4,Kane,Manufacturing
Nevada,"Block, Inc (dba Block)",Vegas,3,2025-03-26 00:00:00,2025-05-24 00:00:00,layoff,temporary,Bluegrass,Clark,Information
California,"Primo Brands, Inc.",Citrus,2,2025-03-26 00:00:00,2025-07-01 00:00:00,layoff,temporary,Northern,Riverside County,Accommodation & Food Services
California,"Primo Brands, Inc.",York,1,2025-03-26 00:00:00,2025-07-01 00:00:00,layoff,temporary,Northern,Los Angeles County,Accommodation & Food Services
California,"Primo Brands, Inc.",North Newhope,1,2025-03-26 00:00:00,2025-07-01 00:00:00,layoff,temporary,Northern,Orange County,Accommodation & Food Services
California,"Primo Brands, Inc.",Boulevard Gardena,1,2025-03-26 00:00:00,2025-07-01 00:00:00,closure,temporary,Northern,Los Angeles County,Accommodation & Food Services
West Virginia,USCellular,Whitehall,85,2025-03-26 00:00:00,2025-06-02 00:00:00,layoff,permanent,Northern,Whitehall County,Information
Nebraska,United States Cellular Corporation (USCC),Remote,85,2025-03-26 00:00:00,2025-06-02 00:00:00,layoff,permanent,Statewide,Remote County,Manufacturing
North Carolina,RTI International,Durham,525,2025-03-25 00:00:00,2025-05-01 00:00:00,layoff,permanent,Northern,Durham,Scientific Research
Florida,"CSG Systems, Inc",Crawfordville,99,2025-03-25 00:00:00,2025-03-25 00:00:00,closure,permanent,Northern,Crawfordville County,Professional Services
Maryland,"S3 Shared Service Solutions, Inc.",Baltimore,84,2025-03-25 00:00:00,2025-06-01 00:00:00,layoff,temporary,Baltimore,Baltimore County,Admin & Support Services
North Carolina,International Business Machines Corporation (IBM),Salem,72,2025-03-25 00:00:00,2025-05-30 00:00:00,layoff,permanent,Northern,Forsyth,Information
California,Hyatt Corporation dba Waterfront Hotel,Washington,57,2025-03-25 00:00:00,2025-03-18 00:00:00,layoff,temporary,Northern,Alameda County,Accommodation & Food Services
Missouri,Hogan Services,Louis,53,2025-03-25 00:00:00,2025-06-06 00:00:00,layoff,temporary,St. Louis & vicinity,St. Louis,Transportation & Warehousing
California,Sodexo,Maritime Academy,50,2025-03-25 00:00:00,2025-05-04 00:00:00,layoff,temporary,Northern,Solano County,Accommodation & Food Services
Georgia,"Block, Inc.",Atlanta,49,2025-03-25 00:00:00,2025-05-24 00:00:00,layoff,temporary,Northern,Fulton,Information
Illinois,"Block, Inc.",Statewide,25,2025-03-25 00:00:00,2025-05-24 00:00:00,layoff,permanent,Multiple,Multiple,Finance & Insurance
Colorado,Block Inc.,Louisville,21,2025-03-25 00:00:00,2025-03-25 00:00:00,layoff,temporary,Remote Workers,nan County,Agriculture
California,San Jose Distribution Services Inc,S,17,2025-03-25 00:00:00,2025-04-30 00:00:00,closure,temporary,Northern,Santa Clara County,Transportation & Warehousing
California,"Key Energy Services, LLC",Industrial,14,2025-03-25 00:00:00,2025-05-23 00:00:00,layoff,temporary,Northern,Kern County,Mining
Connecticut,"Block, Inc.",Remote,2,2025-03-25 00:00:00,2025-05-24 00:00:00,layoff,temporary,Statewide,Remote County,Information
Maryland,Broadway Services LLC,Baltimore,1047,2025-03-24 00:00:00,2025-06-30 00:00:00,closure,temporary,Baltimore,Baltimore County,Admin & Support Services
Missouri,Student Transportation of America,Columbia,212,2025-03-24 00:00:00,2025-05-29 00:00:00,layoff,temporary,Central,Boone,Transportation & Warehousing
Washington,Columbia River Mental Health Services,Vancouver,112,2025-03-24 00:00:00,2024-11-04 00:00:00,layoff,temporary,Northern,Vancouver County,Healthcare
Colorado,Amentum,Louisville,93,2025-03-24 00:00:00,2025-03-24 00:00:00,other,temporary,Pueblo,nan County,Other Services
Missouri,Sodexo,City,63,2025-03-24 00:00:00,2025-04-30 00:00:00,layoff,temporary,Central,Cole,Accommodation & Food Services
California,"Duke's Malibu, LLC",Highway Malibu,126,2025-03-21 00:00:00,2025-03-28 00:00:00,closure,temporary,Northern,Los Angeles County,Accommodation & Food Services
California,AppLovin Corporation,Page Mill,97,2025-03-21 00:00:00,2025-03-21 00:00:00,layoff,temporary,Northern,Santa Clara County,Information
North Carolina,"Panera, LLC",Greensboro,80,2025-03-21 00:00:00,2025-05-21 00:00:00,closure,permanent,Northern,Guilford,Professional Services
Florida,"Cayuga Home for Children, dba Cayuga Centers",Beach,72,2025-03-21 00:00:00,2025-03-21 00:00:00,closure,permanent,Eastern,Beach County,Admin & Support Services
Florida,"Cayuga Home for Children, dba Cayuga Centers",Lucie,16,2025-03-21 00:00:00,2025-03-21 00:00:00,closure,permanent,Northern,Lucie County,Admin & Support Services
Florida,"Cayuga Home for Children, dba Cayuga Centers",Lauderdale,9,2025-03-21 00:00:00,2025-03-21 00:00:00,closure,permanent,Northern,Lauderdale County,Admin & Support Services
Florida,"Cayuga Home for Children, dba Cayuga Centers",Beach,4,2025-03-21 00:00:00,2025-03-21 00:00:00,closure,permanent,Eastern,Beach County,Admin & Support Services
Minnesota,HibTac,Hibbing,600,2025-03-20 00:00:00,2025-03-28 00:00:00,layoff,temporary,Northern,Hibbing County,Mining
Illinois,Quiet Logistics,Chicago,76,2025-03-20 00:00:00,2025-03-20 00:00:00,closure,permanent,Northeast 4,Cook,Retail
Florida,National Distribution Centers LLC,Orlando,73,2025-03-20 00:00:00,2025-03-20 00:00:00,layoff,permanent,Northern,Orlando County,Transportation & Warehousing
California,"Niantic, Inc.",Ferry,68,2025-03-20 00:00:00,2025-05-20 00:00:00,layoff,temporary,Northern,San Francisco County,Professional Services
Georgia,Essendant,Springs,64,2025-03-20 00:00:00,2025-03-20 00:00:00,closure,temporary,Northwest,Douglas,Wholesale Trade
California,"Robert Kaufman Co., Inc.",West,44,2025-03-20 00:00:00,2025-05-19 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
Rhode Island,UNFI,Lincoln,20,2025-03-20 00:00:00,2025-05-23 00:00:00,closure,temporary,Northern,Lincoln County,Wholesale Trade / Food Distribution
California,"Rem Optical Company, Inc., dba De Rigo Rem",Tuna Canyon,15,2025-03-20 00:00:00,2025-05-30 00:00:00,closure,temporary,Northern,Los Angeles County,Wholesale Trade
California,Southeast Service Corporation dba SSC Services for Education,Diablo Scenic,13,2025-03-20 00:00:00,2025-05-31 00:00:00,layoff,temporary,Northern,Contra Costa County,Admin & Support Services
California,"Robert Kaufman Co., Inc.",West,13,2025-03-20 00:00:00,2025-05-19 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,"Robert Kaufman Co., Inc.",West,2,2025-03-20 00:00:00,2025-05-19 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,Collins Aerospace,Lagoon,119,2025-03-19 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,San Diego County,Manufacturing
California,"CARGO Therapeutics, Inc.",San Carlos,84,2025-03-19 00:00:00,2025-05-19 00:00:00,closure,temporary,Northern,San Mateo County,Professional Services
Indiana,Nachi Technology Inc (NTI),Greenwood,72,2025-03-19 00:00:00,2025-12-31 00:00:00,closure,temporary,Northern,Greenwood County,Manufacturing
Illinois,"PECO Pallet, Inc.",Chicago,46,2025-03-19 00:00:00,2025-05-31 00:00:00,closure,permanent,Northeast 4,Cook,Other Services
California,Cruise LLC,Bryant,13,2025-03-19 00:00:00,2025-05-18 00:00:00,layoff,temporary,Northern,San Francisco County,Professional Services
California,Collins Aerospace,El Segundo,8,2025-03-19 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Los Angeles County,Manufacturing
Florida,Wells Fargo,Jacksonville,4,2025-03-19 00:00:00,2025-03-19 00:00:00,layoff,permanent,Northern,Jacksonville County,Finance & Insurance
California,CVS,Sepulveda,4,2025-03-19 00:00:00,2025-04-23 00:00:00,closure,temporary,Northern,Los Angeles County,Transportation & Warehousing
California,Cruise LLC,W California,2,2025-03-19 00:00:00,2025-05-18 00:00:00,layoff,temporary,Northern,Santa Clara County,Professional Services
North Carolina,BH Security LLC d/b/a Brinks Home,Pa,1,2025-03-19 00:00:00,2025-06-30 00:00:00,layoff,permanent,Northern,Pa County,Professional Services
Mississippi,Mississippi Polymers,Corinth,102,2025-03-18 00:00:00,2025-06-24 00:00:00,layoff,temporary,MS Partnership,Alcorn,Manufacturing
Kentucky,Danimer Scientific - Main,Louisville,70,2025-03-18 00:00:00,2025-03-21 00:00:00,closure,temporary,Bluegrass,Clark,Professional Services
Mississippi,NauticStar Boats,Amory,47,2025-03-18 00:00:00,2025-04-17 00:00:00,closure,temporary,MS Partnership,Monroe,Manufacturing
Iowa,Wells Fargo,Moines,34,2025-03-18 00:00:00,2025-05-18 00:00:00,other,temporary,Central Iowa,Polk,Finance & Insurance
California,Atara Biotherapeutics,Rancho Conejo,31,2025-03-18 00:00:00,2025-05-02 00:00:00,layoff,temporary,Northern,Ventura County,Manufacturing
Kentucky,Danimer Scientific - Extrusion,Louisville,11,2025-03-18 00:00:00,2025-03-21 00:00:00,closure,temporary,Bluegrass,Clark,Manufacturing
South Dakota,Cimpl's LLC,Yankton,277,2025-03-17 00:00:00,2025-05-16 00:00:00,closure,permanent,Northern,Yankton County,Professional Services
North Carolina,"Sodexo, Inc and Affiliates",Pembroke,156,2025-03-17 00:00:00,2025-06-30 00:00:00,closure,permanent,Northern,Robeson,Accommodation & Food Services
California,"Mattel, Inc.",Continental,120,2025-03-17 00:00:00,2025-05-19 00:00:00,layoff,temporary,Northern,Los Angeles County,Information
California,Southern California Edison Company,Innovation,86,2025-03-17 00:00:00,2025-05-20 00:00:00,layoff,temporary,Northern,Los Angeles County,Mining
Florida,"SLS South Beach Employer, LLC",Beach,66,2025-03-17 00:00:00,2025-05-28 00:00:00,layoff,permanent,Eastern,Beach County,Accommodation & Food Services
Ohio,"BH Security, LLC",Fremont,4,2025-03-17 00:00:00,2025-06-30 00:00:00,layoff,permanent,Northern,Sandusky,Professional Services
West Virginia,"BH Security, LLC dba Brinks Home",Kincaid,2,2025-03-17 00:00:00,2025-06-30 00:00:00,layoff,permanent,Northern,Kincaid County,Professional Services
Wisconsin,BH Security LLC,Milwaukee,1,2025-03-17 00:00:00,2025-06-30 00:00:00,other,temporary,Milwaukee,Milwaukee,Other Services
Nevada,BH Security (DBA Brinks Home) ,Vegas,1,2025-03-17 00:00:00,2025-06-30 00:00:00,closure,temporary,Bluegrass,Clark,Security Services
"Washington, D.C.",Chemonics,Louisville,500,2025-03-14 00:00:00,2025-05-30 00:00:00,layoff,temporary,Pueblo,nan County,Professional Services
Florida,SPOONFUL MANAGEMENT MIAMI LLC,Beach,134,2025-03-14 00:00:00,2025-05-28 00:00:00,layoff,permanent,Eastern,Beach County,Accommodation & Food Services
Maryland,"COR Restaurant Services, LLC (Little Blue Menu)",Park,91,2025-03-14 00:00:00,2025-05-14 00:00:00,layoff,temporary,Prince George's County,Park County,Accommodation & Food Services
Florida,AT&T,Sunrise,88,2025-03-14 00:00:00,2025-05-13 00:00:00,layoff,permanent,Northern,Sunrise County,Other Services
Georgia,"Danimer Scientific Holdings, LLC",Bainbridge,82,2025-03-14 00:00:00,2025-03-14 00:00:00,closure,temporary,Northern,Decatur,Professional Services
California,Amazon,Promenade,76,2025-03-14 00:00:00,2025-05-13 00:00:00,closure,temporary,Northern,Ventura County,Wholesale Trade
California,AT&T,Kester,47,2025-03-14 00:00:00,2025-05-13 00:00:00,layoff,temporary,Northern,Los Angeles County,Information
Maryland,"ICS, LLC., d/b/a Mauser Packaging Solutions",Baltimore,22,2025-03-14 00:00:00,2025-05-16 00:00:00,closure,temporary,Baltimore City,Baltimore County,Manufacturing
Ohio,"INOAC Exterior Systems, LLC",Fremont,5,2025-03-14 00:00:00,2025-05-13 00:00:00,layoff,permanent,Northern,Sandusky,Professional Services
California,Corteva Agriscience LLC,Loveridge,1,2025-03-14 00:00:00,2025-07-04 00:00:00,layoff,temporary,Northern,Contra Costa County,Professional Services
Alabama,VT Mobile Aerospace Engineering Inc,Mobile,300,2025-03-13 00:00:00,2025-05-13 00:00:00,closure,temporary,Northern,Mobile County,Energy / Utilities
Iowa,Collins Aerospace,Rapids,160,2025-03-13 00:00:00,2025-04-14 00:00:00,layoff,temporary,East Central Iowa,Linn,Manufacturing
Maryland,Jhpiego Corporation,Baltimore,130,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Baltimore City,Baltimore County,Professional Services
